claim_id	section	claim_kind	risk_level	claim_text	evidence_summary	evidence_urls	source_urls	source_domains	evidence_count	primary_source_count	source_role	confidence	status	required_fix	required_evidence_count	required_primary_count	gap_note	exact_date	jurisdiction	regulated_subject	scope	effective_date	transition_period	tone_guidance	tone_reason	caveat
claim-079	### 5.1 実務チェックリスト	advice	high	PCB finish を選ぶ - なぜ重要か: finish 単体比較では不十分だから	table cell	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	ipc.org | electronics.org	2	2	standards_body | standard_or_code	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-080	### 5.1 実務チェックリスト	advice	high	PCB finish を選ぶ - 失敗した場合のリスク: field failure、実装不良、過大一般化	table cell	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	ipc.org | electronics.org	2	2	standards_body | standard_or_code	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	avoid over-generalization
claim-081	### 5.1 実務チェックリスト	advice	high	EHS を見る - 確認すること: 公共用水域か下水道か、六価クロムか nickel/release かを分ける	table cell	https://env.go.jp/water/impure/haisui.html | https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://env.go.jp/water/impure/haisui.html | https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	env.go.jp | mlit.go.jp | echa.europa.eu	3	3	official_regulator | government_context | legal_text	0.95	ok		2	1			Japan	hexavalent chromium	public water bodies			standard	official, legal, standards, academic, or public-context support is present	
claim-082	### 5.1 実務チェックリスト	advice	high	EHS を見る - なぜ重要か: 規制ロジックが制度ごとに違うため	table cell	https://env.go.jp/water/impure/haisui.html | https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://env.go.jp/water/impure/haisui.html | https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	env.go.jp | mlit.go.jp | echa.europa.eu	3	3	official_regulator | government_context | legal_text	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	
claim-083	### 5.1 実務チェックリスト	advice	high	EHS を見る - 失敗した場合のリスク: 誤説明、許認可/運用ミス	table cell	https://env.go.jp/water/impure/haisui.html | https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://env.go.jp/water/impure/haisui.html | https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	env.go.jp | mlit.go.jp | echa.europa.eu	3	3	official_regulator | government_context | legal_text	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	
claim-084	### 5.1 実務チェックリスト	advice	high	高強度鋼に使う - 確認すること: 水素脆化対策とベーキング条件を確認する	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	jcu-i.com | store.astm.org	3	2	vendor_first_party | standard_or_code | standards_body	0.95	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	
claim-085	### 5.1 実務チェックリスト	advice	high	高強度鋼に使う - なぜ重要か: 遅れ破壊リスクがあるため	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	jcu-i.com | store.astm.org	3	2	vendor_first_party | standard_or_code | standards_body	0.95	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	
claim-086	### 5.1 実務チェックリスト	advice	high	高強度鋼に使う - 失敗した場合のリスク: 重大破損、事故、責任問題	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	jcu-i.com | store.astm.org	3	2	vendor_first_party | standard_or_code | standards_body	0.95	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	
claim-087	### 5.1 実務チェックリスト	advice	high	コストを比較する - 確認すること: 単価だけでなく歩留まり、再加工、field failure、EHS 対応費を含める	table cell	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	meti.go.jp | ipc.org	2	2	legal_text | standards_body	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	
claim-088	### 5.1 実務チェックリスト	advice	high	コストを比較する - なぜ重要か: 実際の総コストは後工程で決まりやすいため	table cell	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	meti.go.jp | ipc.org	2	2	legal_text | standards_body	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	
claim-089	### 5.1 実務チェックリスト	advice	high	コストを比較する - 失敗した場合のリスク: 見かけ安価だが総コスト高	table cell	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	meti.go.jp | ipc.org	2	2	legal_text | standards_body	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	
claim-090	### 5.2 追加で確認したい主張と調査の向き	advice	high	個別製品の膜厚値、合否判定、顧客固有規格は、ASTM/JIS/IPC や顧客図面に降りて確認した方が安全です。ASTM B08 Scope IPC-4552	inline citation context	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	astm.org | ipc.org	2	2	standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-091	### 5.2 追加で確認したい主張と調査の向き	advice	high	下水道接続の実務判断では、自治体・下水道管理者の排除基準や受入条件に加え、公共用水域向け基準との違いも別途確認すべきです。国交省 除害施設 環境省 一般排水基準	inline citation context	https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://env.go.jp/water/impure/haisui.html	https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://env.go.jp/water/impure/haisui.html	mlit.go.jp | env.go.jp	2	2	government_context | official_regulator	0.95	ok		2	1			Japan	wastewater discharge	public water bodies			standard	official, legal, standards, academic, or public-context support is present	local add-on rules may apply; confirm with sewerage authority
claim-092	### 5.2 追加で確認したい主張と調査の向き	advice	high	ENIG/ENEPIG、microvia、RDL のような細部は、製品カテゴリ別の IPC/JEITA/顧客規格へ進んだ方が安全です。IPC-4552 JEITA/ITRS 2007	inline citation context	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	ipc.org | semicon.jeita.or.jp	2	1	standards_body | industry_association	0.85	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-093	### 5.3 不確実性と追加調査	advice	high	今回は共通論点の整理を優先しており、個別の JIS / ASTM / IPC 要求値や顧客図面ベースの受入規格は、案件別に追加確認した方が安全です。ASTM B08 Scope IPC-4552	inline citation context	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	astm.org | ipc.org	2	2	standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-094	### 5.3 不確実性と追加調査	advice	high	vendor や industry association の資料は代表例として使っているため、個別ラインや個別製品へ一般化する前に、該当規格と実工程を確認する必要があります。METI PRTR 手引き 表面技術協会	inline citation context	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://mekki.sfj.or.jp/	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://mekki.sfj.or.jp/	meti.go.jp | mekki.sfj.or.jp	2	2	legal_text | professional_body	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	avoid over-generalization
claim-095	### 5.3 不確実性と追加調査	advice	high	日本の下水道側条件、顧客固有の膜厚・試験条件、特定 finish の詳細比較は、自治体、管理者、顧客図面の三つで追加確認が必要です。国交省 除害施設 IPC-4552	inline citation context	https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	mlit.go.jp | ipc.org	2	2	government_context | standards_body	0.95	ok		2	1			Japan		sewer discharge			standard	official, legal, standards, academic, or public-context support is present	local add-on rules may apply
